season,week,team,opponent,rule,lineup_type,same_as_baseline,slot,player,position,vs,predicted_expected_pts,realized_pts,lineup_expected,lineup_realized,opponent_realized,won,target,alpha,lam,cvar
2025,4,Team5,Team9,cvar_averse,baseline,true,WR2,Malik Nabers,WR,LAC,11.974008003601494,4.0,85.13433471596356,69.32,91.6,false,,,,
2025,4,Team5,Team9,cvar_averse,baseline,true,TE,Hunter Henry,TE,CAR,11.117406529196417,11.9,85.13433471596356,69.32,91.6,false,,,,
2025,4,Team5,Team9,cvar_averse,baseline,true,FLEX,Trey McBride,TE,SEA,12.726427961798645,12.2,85.13433471596356,69.32,91.6,false,,,,
2025,4,Team5,Team9,cvar_averse,rule,true,QB,Russell Wilson,QB,LAC,12.058196285138015,0.32,85.13433471596356,69.32,91.6,false,85.13433471596356,0.1,3.0,42.04107526474367
2025,4,Team5,Team9,cvar_averse,rule,true,RB1,James Cook,RB,NO,16.30650983528648,22.5,85.13433471596356,69.32,91.6,false,85.13433471596356,0.1,3.0,42.04107526474367
2025,4,Team5,Team9,cvar_averse,rule,true,RB2,Tony Pollard,RB,HOU,12.49101336667869,10.600000000000001,85.13433471596356,69.32,91.6,false,85.13433471596356,0.1,3.0,42.04107526474367
2025,4,Team5,Team9,cvar_averse,rule,true,WR1,Jerry Jeudy,WR,DET,8.460772734263818,7.8,85.13433471596356,69.32,91.6,false,85.13433471596356,0.1,3.0,42.04107526474367
2025,4,Team5,Team9,cvar_averse,rule,true,WR2,Malik Nabers,WR,LAC,11.974008003601494,4.0,85.13433471596356,69.32,91.6,false,85.13433471596356,0.1,3.0,42.04107526474367
2025,4,Team5,Team9,cvar_averse,rule,true,TE,Hunter Henry,TE,CAR,11.117406529196417,11.9,85.13433471596356,69.32,91.6,false,85.13433471596356,0.1,3.0,42.04107526474367
2025,4,Team5,Team9,cvar_averse,rule,true,FLEX,Trey McBride,TE,SEA,12.726427961798645,12.2,85.13433471596356,69.32,91.6,false,85.13433471596356,0.1,3.0,42.04107526474367
